 -82 [da:11:1c:d7:12:dc]
RSSI: -62 [da:12:85:23:13:ec]
RSSI: -61 [da:12:85:31:14:1c]
RSSI: -62 [da:12:85:3e:14:4c]
RSSI: -93 [da:0c:e0:91:0b:aa]
RSSI: -63 [da:12:85:4b:14:6c]
RSSI: -63 [da:12:85:4b:14:6c]
RSSI: -65 [da:12:85:58:14:9c]
RSSI: -63 [da:12:85:65:14:bc]
RSSI: -68 [da:12:85:72:14:ec]
RSSI: -72 [da:12:85:80:15:1c]
RSSI: -72 [da:12:85:80:15:1c]
RSSI: -79 [da:12:85:8d:15:3c]
RSSI: -84 [da:12:85:a7:15:8c]
RSSI: -74 [da:12:85:a7:15:8c]
RSSI: -69 [da:12:85:b4:15:bc]
RSSI: -90 [da:0c:e1:03:0c:ea]
RSSI: -68 [da:12:85:b4:15:bc]
RSSI: -76 [da:12:85:b4:15:bc]
RSSI: -70 [da:12:85:c1:15:dc]
RSSI: -70 [da:12:85:c1:15:dc]
RSSI: -71 [da:12:85:cf:16:0c]
RSSI: -69 [da:12:85:cf:16:0c]
RSSI: -68 [da:12:85:dc:16:3c]
RSSI: -71 [da:12:85:e9:16:5c]
RSSI: -71 [da:12:85:e9:16:5c]
RSSI: -91 [da:0c:e1:3d:0d:8a]
RSSI: -75 [da:12:85:f6:00:0c]
RSSI: -75 [da:12:85:f6:00:0c]
RSSI: -73 [da:12:86:03:00:2c]
RSSI: -92 [da:0c:e1:58:0d:da]
RSSI: -78 [da:12:86:03:00:2c]
RSSI: -75 [da:12:86:10:00:5c]
RSSI: -73 [da:12:86:10:00:5c]
RSSI: -75 [da:12:86:1e:00:7c]
RSSI: -73 [da:12:86:1e:00:7c]
RSSI: -75 [da:12:86:2b:00:ac]
RSSI: -73 [da:12:86:38:00:cc]
RSSI: -75 [da:12:86:45:00:fc]
RSSI: -76 [da:12:86:45:00:fc]
RSSI: -77 [da:12:86:53:01:2c]
RSSI: -92 [da:0a:fd:ba:00:0b]
RSSI: -74 [da:12:86:5f:01:4c]
RSSI: -92 [da:0a:fd:c7:00:2b]
RSSI: -79 [da:12:86:6d:01:7c]
RSSI: -75 [da:12:86:7a:01:ac]
RSSI: -78 [da:12:86:7a:01:ac]
RSSI: -78 [da:12:86:87:01:cc]
RSSI: -78 [da:12:86:87:01:cc]
RSSI: -74 [da:12:86:87:01:cc]
RSSI: -91 [da:0a:fd:e6:00:8b]
RSSI: -75 [da:12:86:94:01:fc]
RSSI: -75 [da:12:86:94:01:fc]
RSSI: -74 [da:12:86:a2:02:2c]
RSSI: -74 [da:12:86:a2:02:2c]
RSSI: -77 [da:12:86:ae:02:4c]
RSSI: -75 [da:12:86:ae:02:4c]
RSSI: -87 [da:0c:e2:04:0f:ba]
RSSI: -73 [da:12:86:bc:02:7c]
RSSI: -75 [da:12:86:bc:02:7c]
RSSI: -88 [da:0c:e2:22:10:1a]
RSSI: -72 [da:12:86:c9:02:9c]
RSSI: -74 [da:12:86:d6:02:cc]
RSSI: -76 [da:12:86:d6:02:cc]
RSSI: -72 [da:12:86:e4:02:fc]
RSSI: -74 [da:12:86:e4:02:fc]
RSSI: -77 [da:12:86:f1:03:1c]
RSSI: -87 [da:0c:e2:3e:10:6a]
RSSI: -73 [da:12:86:f1:03:1c]
RSSI: -91 [da:0c:e2:3e:10:6a]
RSSI: -89 [da:0a:fe:4c:01:ab]
RSSI: -90 [da:0c:e2:4d:10:8a]
RSSI: -78 [da:12:86:fe:03:4c]
RSSI: -86 [da:0a:fe:5c:01:db]
RSSI: -75 [da:12:87:0b:03:7c]
RSSI: -87 [da:0a:fe:6c:02:0b]
RSSI: -78 [da:12:87:19:03:9c]
RSSI: -74 [da:12:87:19:03:9c]
RSSI: -83 [da:0a:fe:79:02:3b]
RSSI: -78 [da:12:87:25:03:cc]
RSSI: -84 [da:0a:fe:89:02:5b]
RSSI: -94 [da:0f:eb:94:06:8e]
RSSI: -83 [da:0a:fe:89:02:5b]
RSSI: -78 [da:12:87:33:03:ec]
RSSI: -83 [da:0a:fe:99:02:8b]
RSSI: -78 [da:12:87:40:04:1c]
RSSI: -83 [da:0a:fe:99:02:8b]
RSSI: -79 [da:12:87:4d:04:3c]
RSSI: -96 [da:0f:eb:cf:07:2e]
RSSI: -77 [da:12:87:82:04:ec]
RSSI: -82 [da:0a:fe:e2:03:6b]
RSSI: -81 [da:0a:fe:f2:03:9b]
RSSI: -82 [da:0a:fe:f2:03:9b]
RSSI: -81 [da:12:87:9c:05:3c]
RSSI: -82 [da:0a:fe:ff:03:bb]
RSSI: -81 [da:0a:fe:ff:03:bb]
RSSI: -79 [da:0a:fe:ff:03:bb]
RSSI: -83 [da:12:87:aa:05:6c]
RSSI: -79 [da:12:87:b7:05:9c]
RSSI: -82 [da:0a:ff:1f:04:1b]
RSSI: -81 [da:12:87:c4:05:bc]
RSSI: -84 [da:0a:ff:1f:04:1b]
RSSI: -83 [da:0a:ff:2c:04:4b]
RSSI: -80 [da:12:87:d2:05:ec]
RSSI: -83 [da:0a:ff:3c:04:7b]
RSSI: -84 [da:12:87:ec:06:3c]
RSSI: -85 [da:12:87:f9:06:6c]
RSSI: -87 [da:0a:ff:58:04:cb]
RSSI: -83 [da:12:87:f9:06:6c]
RSSI: -87 [da:0a:ff:58:04:cb]
RSSI: -90 [da:0a:ff:68:04:fb]
RSSI: -88 [da:0c:e3:5b:13:8a]
RSSI: -82 [da:12:88:13:06:bc]
RSSI: -88 [da:0c:e3:6b:13:aa]
RSSI: -85 [da:12:88:21:06:ec]
RSSI: -84 [da:12:88:2f:07:1c]
RSSI: -89 [da:0c:e3:86:13:fa]
RSSI: -86 [da:12:88:3b:07:3c]
RSSI: -81 [da:12:88:3b:07:3c]
RSSI: -88 [da:12:88:49:07:6c]
RSSI: -82 [da:12:88:49:07:6c]
RSSI: -85 [da:12:88:56:07:9c]
RSSI: -89 [da:0f:ec:c7:09:fe]
RSSI: -78 [da:12:88:63:07:bc]
RSSI: -87 [da:0c:e3:b1:14:7a]
RSSI: -79 [da:12:88:63:07:bc]
RSSI: -83 [da:12:88:71:07:ec]
RSSI: -77 [da:12:88:71:07:ec]
RSSI: -81 [da:12:88:7e:08:0c]
RSSI: -77 [da:12:88:8b:08:3c]
RSSI: -77 [da:12:88:98:08:6c]
RSSI: -89 [da:0c:e3:ec:15:1a]
RSSI: -78 [da:12:88:a6:08:8c]
RSSI: -88 [da:0c:e3:fb:15:4a]
RSSI: -79 [da:12:88:b2:08:bc]
RSSI: -76 [da:12:88:c0:08:ec]
RSSI: -78 [da:12:88:ce:09:0c]
RSSI: -77 [da:12:88:ce:09:0c]
RSSI: -77 [da:12:88:da:09:3c]
RSSI: -79 [da:12:88:da:09:3c]
RSSI: -76 [da:12:88:e8:09:6c]
RSSI: -82 [da:12:88:f5:09:8c]
RSSI: -74 [da:12:88:f5:09:8c]
RSSI: -78 [da:12:89:02:09:bc]
RSSI: -81 [da:12:89:02:09:bc]
RSSI: -74 [da:12:89:10:09:ec]
RSSI: -77 [da:12:89:10:09:ec]
RSSI: -79 [da:12:89:1d:0a:0c]
RSSI: -74 [da:12:89:1d:0a:0c]
RSSI: -89 [da:0c:e4:7c:00:5a]
RSSI: -78 [da:12:89:2a:0a:3c]
RSSI: -75 [da:12:89:38:0a:6c]
RSSI: -77 [da:12:89:45:0a:8c]
RSSI: -90 [da:0c:e4:98:00:aa]
RSSI: -73 [da:12:89:45:0a:8c]
RSSI: -76 [da:12:89:52:0a:bc]
RSSI: -90 [da:0c:e4:a7:00:ca]
RSSI: -73 [da:12:89:60:0a:ec]
RSSI: -90 [da:0c:e4:b4:00:fa]
RSSI: -71 [da:12:89:7a:0b:3c]
RSSI: -69 [da:12:89:7a:0b:3c]
RSSI: -73 [da:12:89:88:0b:6c]
RSSI: -70 [da:12:89:88:0b:6c]
RSSI: -69 [da:12:89:95:0b:8c]
RSSI: -69 [da:12:89:95:0b:8c]
RSSI: -70 [da:12:89:a2:0b:bc]
RSSI: -70 [da:12:89:a2:0b:bc]
RSSI: -71 [da:12:89:a2:0b:bc]
RSSI: -89 [da:0c:e4:fe:01:ca]
RSSI: -72 [da:12:89:af:0b:ec]
RSSI: -73 [da:12:89:af:0b:ec]
RSSI: -89 [da:0c:e5:0a:01:ea]
RSSI: -73 [da:12:89:bd:0c:0c]
RSSI: -72 [da:12:89:bd:0c:0c]
RSSI: -91 [da:0b:01:18:09:eb]
RSSI: -73 [da:12:89:ca:0c:3c]
RSSI: -73 [da:12:89:ca:0c:3c]
RSSI: -87 [da:0c:e5:29:02:3a]
RSSI: -71 [da:12:89:d7:0c:6c]
RSSI: -71 [da:12:89:e5:0c:8c]
RSSI: -85 [da:0c:e5:36:02:5a]
RSSI: -71 [da:12:89:e5:0c:8c]
RSSI: -75 [da:12:89:f2:0c:bc]
RSSI: -87 [da:0c:e5:45:02:8a]
RSSI: -75 [da:12:89:f2:0c:bc]
RSSI: -75 [da:12:89:ff:0c:ec]
RSSI: -71 [da:12:8a:0d:0d:0c]
RSSI: -76 [da:12:8a:1a:0d:3c]
RSSI: -90 [da:0c:e5:70:03:0a]
RSSI: -89 [da:0c:e5:70:03:0a]
RSSI: -87 [da:0c:e5:7f:03:2a]
RSSI: -75 [da:12:8a:35:0d:9c]
RSSI: -74 [da:12:8a:41:0d:bc]
RSSI: -80 [da:12:8a:4f:0d:ec]
RSSI: -85 [da:0c:e5:9b:03:7a]
RSSI: -81 [da:12:8a:4f:0d:ec]
RSSI: -83 [da:0c:e5:ab:03:aa]
RSSI: -74 [da:12:8a:5d:0e:1c]
RSSI: -83 [da:12:8a:5d:0e:1c]
RSSI: -83 [da:0c:e5:b7:03:ca]
RSSI: -92 [da:0b:01:bf:0b:db]
RSSI: -85 [da:12:8a:69:0e:3c]
RSSI: -83 [da:0c:e5:b7:03:ca]
RSSI: -79 [da:12:8a:69:0e:3c]
RSSI: -82 [da:0c:e5:c7:03:ea]
RSSI: -82 [da:12:8a:77:0e:6c]
RSSI: -82 [da:0c:e5:c7:03:ea]
RSSI: -87 [da:12:8a:77:0e:6c]
RSSI: -82 [da:0c:e5:d6:04:1a]
RSSI: -88 [da:12:8a:85:0e:9c]
RSSI: -83 [da:12:8a:91:0e:bc]
RSSI: -82 [da:0c:e5:e3:04:3a]
RSSI: -83 [da:0c:e5:f2:04:6a]
RSSI: -83 [da:0c:e5:f2:04:6a]
RSSI: -83 [da:0c:e6:01:04:9a]
RSSI: -82 [da:12:8a:ad:0f:1c]
RSSI: -84 [da:0c:e6:01:04:9a]
RSSI: -72 [da:12:8a:b9:0f:3c]
RSSI: -72 [da:12:8a:b9:0f:3c]
RSSI: -83 [da:0c:e6:0e:04:ba]
RSSI: -75 [da:12:8a:c7:0f:6c]
RSSI: -75 [da:12:8a:c7:0f:6c]
RSSI: -81 [da:0c:e6:1d:04:ea]
RSSI: -80 [da:0c:e6:1d:04:ea]
RSSI: -77 [da:12:8a:d5:0f:9c]
RSSI: -74 [da:12:8a:d5:0f:9c]
RSSI: -79 [da:0c:e6:2c:05:0a]
RSSI: -70 [da:12:8a:e1:0f:bc]
RSSI: -77 [da:0c:e6:39:05:2a]
RSSI: -72 [da:12:8a:ef:0f:ec]
RSSI: -68 [da:12:8a:ef:0f:ec]
RSSI: -75 [da:12:8a:fd:10:1c]
RSSI: -76 [da:0c:e6:48:05:5a]
RSSI: -70 [da:12:8a:fd:10:1c]
RSSI: -74 [da:0c:e6:58:05:8a]
RSSI: -74 [da:12:8b:0a:10:3c]
RSSI: -73 [da:0c:e6:64:05:aa]
RSSI: -72 [da:0c:e6:83:05:fa]
RSSI: -74 [da:12:8b:32:10:bc]
RSSI: -72 [da:0c:e6:90:06:2a]
RSSI: -71 [da:12:8b:3f:10:ec]
RSSI: -72 [da:0c:e6:90:06:2a]
RSSI: -68 [da:12:8b:4d:11:1c]
RSSI: -72 [da:0c:e6:9f:06:4a]
RSSI: -72 [da:0c:e6:9f:06:4a]
RSSI: -69 [da:12:8b:5a:11:3c]
RSSI: -72 [da:0c:e6:ae:06:7a]
RSSI: -66 [da:12:8b:5a:11:3c]
RSSI: -72 [da:0c:e6:ae:06:7a]
RSSI: -69 [da:12:8b:67:11:6c]
RSSI: -69 [da:12:8b:67:11:6c]
RSSI: -72 [da:0c:e6:bb:06:9a]
RSSI: -68 [da:12:8b:75:11:9c]
RSSI: -69 [da:12:8b:75:11:9c]
RSSI: -73 [da:0c:e6:ca:06:ca]
RSSI: -71 [da:12:8b:82:11:bc]
RSSI: -72 [da:0c:e6:ca:06:ca]
RSSI: -72 [da:12:8b:82:11:bc]
RSSI: -74 [da:12:8b:90:11:ec]
RSSI: -72 [da:0c:e6:e6:07:1a]
RSSI: -73 [da:0c:e6:e6:07:1a]
RSSI: -74 [da:12:8b:9d:12:0c]
RSSI: -81 [da:12:8b:9d:12:0c]
RSSI: -74 [da:0c:e6:f6:07:4a]
RSSI: -75 [da:12:8b:aa:12:3c]
RSSI: -74 [da:0c:e6:f6:07:4a]
RSSI: -72 [da:12:8b:aa:12:3c]
RSSI: -73 [da:0c:e7:05:07:6a]
RSSI: -74 [da:0c:e7:12:07:8a]
RSSI: -69 [da:12:8b:c5:12:8c]
RSSI: -75 [da:0c:e7:21:07:ba]
RSSI: -66 [da:12:8b:d2:12:bc]
RSSI: -76 [da:0c:e7:21:07:ba]
RSSI: -65 [da:12:8b:e0:12:dc]
RSSI: -76 [da:0c:e7:30:07:ea]
RSSI: -64 [da:12:8b:e0:12:dc]
RSSI: -77 [da:0c:e7:3d:08:0a]
RSSI: -65 [da:12:8b:ed:13:0c]
RSSI: -80 [da:0c:e7:3d:08:0a]
RSSI: -81 [da:0c:e7:4d:08:3a]
RSSI: -81 [da:0c:e7:4d:08:3a]
RSSI: -84 [da:0c:e7:5c:08:5a]
RSSI: -61 [da:12:8c:08:13:5c]
RSSI: -84 [da:0c:e7:5c:08:5a]
RSSI: -60 [da:12:8c:08:13:5c]
RSSI: -61 [da:12:8c:16:13:8c]
RSSI: -86 [da:0c:e7:68:08:8a]
RSSI: -61 [da:12:8c:16:13:8c]
RSSI: -86 [da:0c:e7:68:08:8a]
RSSI: -59 [da:12:8c:22:13:bc]
RSSI: -60 [da:12:8c:22:13:bc]
RSSI: -85 [da:0c:e7:78:08:aa]
RSSI: -85 [da:0c:e7:78:08:aa]
RSSI: -86 [da:0c:e7:87:08:da]
RSSI: -59 [da:12:8c:30:13:dc]
RSSI: -81 [da:0c:e7:87:08:da]
RSSI: -61 [da:12:8c:3e:14:0c]
RSSI: -81 [da:0c:e7:94:08:fa]
RSSI: -82 [da:0c:e7:94:08:fa]
RSSI: -61 [da:12:8c:4a:14:3c]
RSSI: -60 [da:12:8c:58:14:6c]
RSSI: -82 [da:0c:e7:a3:09:2a]
RSSI: -79 [da:0c:e7:b3:09:5a]
RSSI: -79 [da:0c:e7:b3:09:5a]
RSSI: -62 [da:12:8c:66:14:8c]
RSSI: -83 [da:0c:e7:bf:09:7a]
RSSI: -81 [da:0c:e7:bf:09:7a]
RSSI: -63 [da:12:8c:73:14:bc]
RSSI: -85 [da:0c:e7:cf:09:aa]
RSSI: -63 [da:12:8c:80:14:ec]
RSSI: -66 [da:12:8c:8e:15:0c]
RSSI: -86 [da:0c:e7:de:09:da]
RSSI: -66 [da:12:8c:8e:15:0c]
RSSI: -70 [da:12:8c:9b:15:3c]
RSSI: -68 [da:12:8c:9b:15:3c]
RSSI: -71 [da:12:8c:a9:15:6c]
RSSI: -85 [da:0c:e7:fa:0a:2a]
RSSI: -77 [da:12:8c:a9:15:6c]
RSSI: -84 [da:0c:e7:fa:0a:2a]
RSSI: -76 [da:12:8c:b6:15:8c]
RSSI: -83 [da:12:8c:b6:15:8c]
RSSI: -85 [da:0c:e8:0a:0a:4a]
RSSI: -86 [da:12:8c:b6:15:8c]
RSSI: -80 [da:12:8c:c3:15:bc]
RSSI: -87 [da:0c:e8:16:0a:7a]
RSSI: -86 [da:0c:e8:16:0a:7a]
RSSI: -70 [da:12:8c:d1:15:dc]
RSSI: -86 [da:0c:e8:26:0a:9a]
RSSI: -72 [da:12:8c:df:16:0c]
RSSI: -90 [da:0c:e8:35:0a:ca]
RSSI: -74 [da:12:8c:df:16:0c]
RSSI: -71 [da:12:8c:eb:16:3c]
RSSI: -69 [da:12:8c:f9:16:5c]
RSSI: -78 [da:12:8d:07:00:0c]
RSSI: -92 [da:0c:e8:61:0b:4a]
RSSI: -80 [da:12:8d:14:00:2c]
RSSI: -72 [da:12:8d:21:00:5c]
RSSI: -79 [da:12:8d:21:00:5c]
RSSI: -79 [da:12:8d:2f:00:7c]
RSSI: -71 [da:12:8d:2f:00:7c]
RSSI: -78 [da:12:8d:3c:00:ac]
RSSI: -76 [da:12:8d:3c:00:ac]
RSSI: -77 [da:12:8d:4a:00:dc]
RSSI: -73 [da:12:8d:57:01:0c]
RSSI: -68 [da:12:8d:57:01:0c]
RSSI: -75 [da:12:8d:64:01:2c]
RSSI: -72 [da:12:8d:64:01:2c]
RSSI: -74 [da:12:8d:72:01:5c]
RSSI: -71 [da:12:8d:80:01:8c]
RSSI: -72 [da:12:8d:8c:01:ac]
RSSI: -72 [da:12:8d:9a:01:dc]
RSSI: -72 [da:12:8d:9a:01:dc]
RSSI: -72 [da:12:8d:a8:02:0c]
RSSI: -71 [da:12:8d:a8:02:0c]
RSSI: -71 [da:12:8d:b5:02:2c]
RSSI: -71 [da:12:8d:c3:02:5c]
RSSI: -69 [da:12:8d:c3:02:5c]
RSSI: -70 [da:12:8d:d0:02:8c]
RSSI: -70 [da:12:8d:d0:02:8c]
RSSI: -68 [da:12:8d:dd:02:ac]
RSSI: -69 [da:12:8d:dd:02:ac]
RSSI: -70 [da:12:8d:dd:02:ac]
RSSI: -69 [da:12:8d:eb:02:dc]
RSSI: -67 [da:12:8d:eb:02:dc]
RSSI: -68 [da:12:8d:eb:02:dc]
RSSI: -70 [da:12:8d:f9:03:0c]
RSSI: -88 [da:0c:e9:57:0e:0a]
RSSI: -69 [da:12:8e:05:03:2c]
RSSI: -88 [da:0c:e9:66:0e:2a]
RSSI: -75 [da:12:8e:21:03:8c]
RSSI: -70 [da:12:8e:2e:03:ac]
RSSI: -74 [da:12:8e:2e:03:ac]
RSSI: -72 [da:12:8e:3c:03:dc]
RSSI: -72 [da:12:8e:3c:03:dc]
RSSI: -88 [da:0c:e9:98:0e:ba]
RSSI: -74 [da:12:8e:49:03:fc]
RSSI: -74 [da:12:8e:49:03:fc]
RSSI: -75 [da:12:8e:49:03:fc]
RSSI: -76 [da:12:8e:56:04:2c]
RSSI: -88 [da:0c:e9:a5:0e:da]
RSSI: -75 [da:12:8e:64:04:5c]
RSSI: -81 [da:12:8e:72:04:7c]
RSSI: -78 [da:12:8e:72:04:7c]
RSSI: -89 [da:0c:e9:d0:0f:5a]
RSSI: -80 [da:12:8e:7f:04:ac]
RSSI: -89 [da:0c:e9:d0:0f:5a]
RSSI: -76 [da:12:8e:8c:04:dc]
RSSI: -76 [da:12:8e:9a:04:fc]
RSSI: -76 [da:12:8e:a7:05:2c]
RSSI: -86 [da:0c:e9:fc:0f:da]
RSSI: -86 [da:0b:06:0e:01:eb]
RSSI: -78 [da:12:8e:b5:05:5c]
RSSI: -86 [da:0c:ea:0c:0f:fa]
RSSI: -87 [da:0b:06:1b:02:0b]
RSSI: -78 [da:12:8e:b5:05:5c]
RSSI: -86 [da:0b:06:1b:02:0b]
RSSI: -79 [da:12:8e:c3:05:8c]
RSSI: -92 [da:0c:ea:1b:10:2a]
RSSI: -83 [da:0b:06:28:02:3b]
RSSI: -79 [da:12:8e:cf:05:ac]
RSSI: -86 [da:0c:ea:1b:10:2a]
RSSI: -77 [da:12:8e:cf:05:ac]
RSSI: -84 [da:0b:06:34:02:5b]
RSSI: -81 [da:0b:06:34:02:5b]
RSSI: -83 [da:0b:06:41:02:7b]
RSSI: -82 [da:0b:06:41:02:7b]
RSSI: -76 [da:12:8e:eb:06:0c]
RSSI: -81 [da:0b:06:4e:02:ab]
RSSI: -88 [da:0c:ea:47:10:aa]
RSSI: -82 [da:0b:06:4e:02:ab]
RSSI: -76 [da:12:8e:f8:06:2c]
RSSI: -92 [da:0c:ea:47:10:aa]
RSSI: -80 [da:0b:06:5b:02:cb]
RSSI: -76 [da:12:8f:06:06:5c]
RSSI: -80 [da:0b:06:68:02:eb]
RSSI: -78 [da:12:8f:06:06:5c]
RSSI: -80 [da:0b:06:68:02:eb]
RSSI: -79 [da:0b:06:75:03:1b]
RSSI: -81 [da:0b:06:75:03:1b]
RSSI: -81 [da:0b:06:81:03:3b]
RSSI: -83 [da:12:8f:20:06:ac]
RSSI: -79 [da:0b:06:81:03:3b]
RSSI: -82 [da:12:8f:2e:06:dc]
RSSI: -82 [da:12:8f:2e:06:dc]
RSSI: -81 [da:0b:06:8e:03:5b]
RSSI: -86 [da:12:8f:2e:06:dc]
RSSI: -81 [da:12:8f:3c:07:0c]
RSSI: -78 [da:0b:06:9b:03:8b]
RSSI: -81 [da:12:8f:3c:07:0c]
RSSI: -81 [da:0b:06:9b:03:8b]
RSSI: -81 [da:0b:06:b5:03:cb]
RSSI: -79 [da:12:8f:57:07:5c]
RSSI: -80 [da:0b:06:b5:03:cb]
RSSI: -82 [da:12:8f:57:07:5c]
RSSI: -79 [da:0b:06:c2:03:fb]
RSSI: -78 [da:12:8f:65:07:8c]
RSSI: -81 [da:0b:06:c2:03:fb]
RSSI: -81 [da:0b:06:ce:04:1b]
RSSI: -76 [da:12:8f:71:07:ac]
RSSI: -80 [da:0b:06:ce:04:1b]
RSSI: -82 [da:0b:06:db:04:3b]
RSSI: -82 [da:0b:06:db:04:3b]
RSSI: -79 [da:12:8f:7f:07:dc]
RSSI: -81 [da:0b:06:e8:04:6b]
RSSI: -79 [da:12:8f:8d:08:0c]
RSSI: -79 [da:12:8f:8d:08:0c]
RSSI: -77 [da:12:8f:8d:08:0c]
RSSI: -83 [da:0b:06:f5:04:8b]
RSSI: -76 [da:12:8f:9a:08:3c]
RSSI: -83 [da:0b:06:f5:04:8b]
RSSI: -79 [da:12:8f:9a:08:3c]
RSSI: -76 [da:12:8f:a8:08:5c]
RSSI: -76 [da:12:8f:a8:08:5c]
RSSI: -80 [da:12:8f:b6:08:8c]
RSSI: -74 [da:12:8f:b6:08:8c]
RSSI: -78 [da:12:8f:c2:08:bc]
RSSI: -80 [da:12:8f:c2:08:bc]
RSSI: -78 [da:12:8f:d0:08:ec]
RSSI: -78 [da:12:8f:d0:08:ec]
RSSI: -81 [da:12:8f:de:09:0c]
RSSI: -77 [da:12:8f:de:09:0c]
RSSI: -80 [da:12:8f:eb:09:3c]
RSSI: -91 [da:0c:eb:3e:13:5a]
RSSI: -76 [da:12:8f:f9:09:6c]
RSSI: -90 [da:0c:eb:4d:13:8a]
RSSI: -76 [da:12:90:07:09:9c]
RSSI: -90 [da:0b:07:68:05:db]
RSSI: -81 [da:12:90:13:09:bc]
RSSI: -76 [da:12:90:13:09:bc]
RSSI: -75 [da:12:90:22:09:ec]
RSSI: -82 [da:12:90:22:09:ec]
RSSI: -77 [da:12:90:2f:0a:1c]
RSSI: -94 [da:0b:07:8f:06:5b]
RSSI: -91 [da:0c:eb:86:14:2a]
RSSI: -82 [da:12:90:3c:0a:3c]
RSSI: -77 [da:12:90:3c:0a:3c]
RSSI: -88 [da:0f:f4:aa:0a:4e]
RSSI: -84 [da:12:90:4a:0a:6c]
RSSI: -87 [da:0f:f4:ba:0a:7e]
RSSI: -77 [da:12:90:58:0a:9c]
RSSI: -76 [da:12:90:58:0a:9c]
RSSI: -75 [da:12:90:58:0a:9c]
RSSI: -79 [da:12:90:65:0a:bc]
RSSI: -89 [da:0c:eb:b1:14:aa]
RSSI: -79 [da:12:90:73:0a:ec]
RSSI: -87 [da:0f:f4:e6:0a:fe]
RSSI: -80 [da:12:90:73:0a:ec]
RSSI: -73 [da:12:90:81:0b:1c]
RSSI: -78 [da:12:90:8d:0b:4c]
RSSI: -77 [da:12:90:8d:0b:4c]
RSSI: -72 [da:12:90:9b:0b:7c]
RSSI: -72 [da:12:90:9b:0b:7c]
RSSI: -74 [da:12:90:9b:0b:7c]
RSSI: -74 [da:12:90:9b:0b:7c]
RSSI: -71 [da:12:90:a9:0b:9c]
RSSI: -89 [da:0c:eb:fd:15:7a]
RSSI: -71 [da:12:90:a9:0b:9c]
RSSI: -71 [da:12:90:b6:0b:cc]
RSSI: -69 [da:12:90:b6:0b:cc]
RSSI: -72 [da:12:90:c4:0b:fc]
RSSI: -71 [da:12:90:c4:0b:fc]
RSSI: -89 [da:0c:ec:19:15:ca]
RSSI: -75 [da:12:90:d2:0c:2c]
RSSI: -68 [da:12:90:df:0c:4c]
RSSI: -73 [da:12:90:ed:0c:7c]
RSSI: -73 [da:12:90:fb:0c:ac]
RSSI: -72 [da:12:90:fb:0c:ac]
RSSI: -71 [da:12:91:07:0c:cc]
RSSI: -72 [da:12:91:07:0c:cc]
RSSI: -71 [da:12:91:15:0c:fc]
RSSI: -91 [da:0c:ec:61:00:4a]
RSSI: -69 [da:12:91:15:0c:fc]
RSSI: -72 [da:12:91:23:0d:2c]
RSSI: -90 [da:0c:ec:71:00:7a]
RSSI: -71 [da:12:91:23:0d:2c]
RSSI: -89 [da:0c:ec:71:00:7a]
RSSI: -70 [da:12:91:23:0d:2c]
RSSI: -89 [da:0c:ec:80:00:aa]
RSSI: -91 [da:0c:ec:8d:00:ca]
RSSI: -69 [da:12:91:3e:0d:7c]
RSSI: -78 [da:12:91:4c:0d:ac]
RSSI: -77 [da:12:91:4c:0d:ac]
RSSI: -77 [da:12:91:59:0d:cc]
RSSI: -89 [da:0c:ec:ac:01:2a]
RSSI: -83 [da:12:91:59:0d:cc]
RSSI: -74 [da:12:91:67:0d:fc]
RSSI: -78 [da:12:91:67:0d:fc]
RSSI: -86 [da:0c:ec:b9:01:4a]
RSSI: -75 [da:12:91:75:0e:2c]
RSSI: -88 [da:12:91:81:0e:5c]
RSSI: -73 [da:12:91:81:0e:5c]
RSSI: -85 [da:12:91:8f:0e:7c]
RSSI: -71 [da:12:91:9d:0e:ac]
RSSI: -74 [da:12:91:af:0e:ec]
RSSI: -90 [da:0c:ed:11:02:3a]
RSSI: -79 [da:12:91:c0:0f:1c]
RSSI: -88 [da:0c:ed:11:02:3a]
RSSI: -82 [da:12:91:ce:0f:4c]
RSSI: -90 [da:0c:ed:20:02:6a]
RSSI: -78 [da:12:91:ce:0f:4c]
RSSI: -91 [da:0c:ed:20:02:6a]
RSSI: -72 [da:12:91:da:0f:6c]
RSSI: -72 [da:12:91:e8:0f:9c]
RSSI: -88 [da:0c:ed:3d:02:ba]
RSSI: -90 [da:0c:ed:3d:02:ba]
RSSI: -90 [da:0c:ed:3d:02:ba]
RSSI: -74 [da:12:91:f6:0f:cc]
RSSI: -70 [da:12:91:f6:0f:cc]
RSSI: -70 [da:12:91:f6:0f:cc]
RSSI: -89 [da:0c:ed:4c:02:da]
RSSI: -72 [da:12:92:03:0f:ec]
RSSI: -68 [da:12:92:11:10:1c]
RSSI: -70 [da:12:92:1f:10:4c]
RSSI: -68 [da:12:92:1f:10:4c]
RSSI: -68 [da:12:92:1f:10:4c]
RSSI: -87 [da:0c:ed:79:03:5a]
RSSI: -69 [da:12:92:2c:10:7c]
RSSI: -88 [da:0c:ed:79:03:5a]
RSSI: -67 [da:12:92:2c:10:7c]
RSSI: -86 [da:0c:ed:88:03:7a]
RSSI: -66 [da:12:92:3a:10:9c]
RSSI: -68 [da:12:92:3a:10:9c]
RSSI: -84 [da:0c:ed:95:03:aa]
RSSI: -68 [da:12:92:48:10:cc]
RSSI: -70 [da:12:92:55:10:fc]
