 -81 [da:09:af:f3:0f:7c]
RSSI: -85 [da:0a:20:f8:01:fc]
RSSI: -86 [da:0a:20:f8:01:fc]
RSSI: -81 [da:0a:21:04:02:1c]
RSSI: -80 [da:0a:21:04:02:1c]
RSSI: -83 [da:0a:21:11:02:4c]
RSSI: -77 [da:0a:21:1e:02:6c]
RSSI: -79 [da:0a:21:1e:02:6c]
RSSI: -77 [da:0a:21:2b:02:9c]
RSSI: -75 [da:0a:21:2b:02:9c]
RSSI: -78 [da:0a:21:37:02:bc]
RSSI: -77 [da:0a:21:37:02:bc]
RSSI: -74 [da:0a:21:44:02:dc]
RSSI: -78 [da:0a:21:44:02:dc]
RSSI: -79 [da:0a:21:51:03:0c]
RSSI: -75 [da:0a:21:51:03:0c]
RSSI: -80 [da:0a:21:5d:03:2c]
RSSI: -76 [da:0a:21:6a:03:5c]
RSSI: -82 [da:0a:21:6a:03:5c]
RSSI: -81 [da:0a:21:77:03:7c]
RSSI: -77 [da:0a:21:77:03:7c]
RSSI: -82 [da:0a:21:84:03:9c]
RSSI: -79 [da:0a:21:84:03:9c]
RSSI: -79 [da:0a:21:84:03:9c]
RSSI: -75 [da:0a:21:91:03:cc]
RSSI: -80 [da:0a:21:91:03:cc]
RSSI: -78 [da:0a:21:9d:03:ec]
RSSI: -74 [da:0a:21:9d:03:ec]
RSSI: -80 [da:0a:21:aa:04:0c]
RSSI: -78 [da:0a:21:aa:04:0c]
RSSI: -78 [da:0a:21:aa:04:0c]
RSSI: -75 [da:0a:21:b7:04:3c]
RSSI: -82 [da:0a:21:b7:04:3c]
RSSI: -91 [da:51:56:0a:00:da]
RSSI: -79 [da:0a:21:c4:04:5c]
RSSI: -84 [da:0a:21:d0:04:8c]
RSSI: -83 [da:0a:21:d0:04:8c]
RSSI: -81 [da:0a:21:dd:04:ac]
RSSI: -88 [da:0a:21:dd:04:ac]
RSSI: -85 [da:0a:21:f6:04:fc]
RSSI: -92 [da:4f:72:28:00:cb]
RSSI: -84 [da:0a:21:f6:04:fc]
RSSI: -81 [da:0a:21:f6:04:fc]
RSSI: -83 [da:0a:22:03:05:2c]
RSSI: -80 [da:0a:22:03:05:2c]
RSSI: -80 [da:0a:22:10:05:4c]
RSSI: -79 [da:0a:22:10:05:4c]
RSSI: -78 [da:0a:22:1d:05:6c]
RSSI: -80 [da:0a:22:1d:05:6c]
RSSI: -78 [da:0a:22:2a:05:9c]
RSSI: -76 [da:0a:22:2a:05:9c]
RSSI: -81 [da:0a:22:36:05:bc]
RSSI: -78 [da:0a:22:36:05:bc]
RSSI: -77 [da:0a:22:43:05:ec]
RSSI: -81 [da:0a:22:43:05:ec]
RSSI: -79 [da:0a:22:50:06:0c]
RSSI: -89 [da:4f:72:89:01:eb]
RSSI: -89 [da:4f:72:89:01:eb]
RSSI: -79 [da:0a:22:5d:06:3c]
RSSI: -78 [da:0a:22:69:06:5c]
RSSI: -87 [da:4f:72:a4:02:4b]
RSSI: -81 [da:0a:22:69:06:5c]
RSSI: -88 [da:4f:72:a4:02:4b]
RSSI: -78 [da:0a:22:76:06:8c]
RSSI: -81 [da:0a:22:83:06:ac]
RSSI: -79 [da:0a:22:83:06:ac]
RSSI: -77 [da:0a:22:90:06:dc]
RSSI: -78 [da:0a:22:90:06:dc]
RSSI: -78 [da:0a:22:9c:06:fc]
RSSI: -80 [da:0a:22:9c:06:fc]
RSSI: -78 [da:0a:22:a9:07:2c]
RSSI: -78 [da:0a:22:a9:07:2c]
RSSI: -81 [da:0a:22:b6:07:4c]
RSSI: -87 [da:4f:72:eb:03:1b]
RSSI: -78 [da:0a:22:b6:07:4c]
RSSI: -86 [da:4f:72:f7:03:3b]
RSSI: -77 [da:0a:22:d0:07:9c]
RSSI: -90 [da:4f:73:06:03:6b]
RSSI: -77 [da:0a:22:d0:07:9c]
RSSI: -76 [da:0a:22:d0:07:9c]
RSSI: -87 [da:4f:73:06:03:6b]
RSSI: -79 [da:0a:22:dc:07:cc]
RSSI: -91 [da:4f:73:14:03:9b]
RSSI: -75 [da:0a:22:dc:07:cc]
RSSI: -76 [da:0a:22:e9:07:ec]
RSSI: -80 [da:0a:22:e9:07:ec]
RSSI: -76 [da:0a:22:f6:08:1c]
RSSI: -75 [da:0a:22:f6:08:1c]
RSSI: -78 [da:0a:22:f6:08:1c]
RSSI: -89 [da:4f:73:30:03:eb]
RSSI: -83 [da:0a:23:03:08:3c]
RSSI: -76 [da:0a:23:03:08:3c]
RSSI: -82 [da:0a:23:10:08:6c]
RSSI: -82 [da:0a:23:10:08:6c]
RSSI: -76 [da:0a:23:1c:08:8c]
RSSI: -76 [da:0a:23:1c:08:8c]
RSSI: -87 [da:0a:23:1c:08:8c]
RSSI: -80 [da:0a:23:29:08:bc]
RSSI: -76 [da:0a:23:29:08:bc]
RSSI: -78 [da:0a:23:36:08:dc]
RSSI: -76 [da:0a:23:43:09:0c]
RSSI: -76 [da:0a:23:43:09:0c]
RSSI: -82 [da:0a:23:43:09:0c]
RSSI: -79 [da:0a:23:4f:09:2c]
RSSI: -78 [da:0a:23:4f:09:2c]
RSSI: -81 [da:0a:23:5c:09:5c]
RSSI: -82 [da:0a:23:5c:09:5c]
RSSI: -83 [da:0a:23:69:09:7c]
RSSI: -84 [da:0a:23:69:09:7c]
RSSI: -84 [da:0a:23:69:09:7c]
RSSI: -88 [da:0a:23:83:09:cc]
RSSI: -87 [da:51:57:d5:05:ea]
RSSI: -87 [da:0a:23:90:09:fc]
RSSI: -86 [da:0a:23:90:09:fc]
RSSI: -80 [da:0a:23:a9:0a:3c]
RSSI: -86 [da:51:57:fc:06:5a]
RSSI: -82 [da:0a:23:b6:0a:6c]
RSSI: -88 [da:51:57:fc:06:5a]
RSSI: -81 [da:0a:23:b6:0a:6c]
RSSI: -78 [da:0a:23:b6:0a:6c]
RSSI: -86 [da:51:58:09:06:7a]
RSSI: -79 [da:0a:23:c3:0a:8c]
RSSI: -86 [da:51:58:16:06:aa]
RSSI: -87 [da:51:58:16:06:aa]
RSSI: -78 [da:0a:23:d0:0a:bc]
RSSI: -88 [da:51:58:16:06:aa]
RSSI: -78 [da:0a:23:dd:0a:dc]
RSSI: -86 [da:51:58:23:06:ca]
RSSI: -78 [da:0a:23:dd:0a:dc]
RSSI: -86 [da:51:58:23:06:ca]
RSSI: -86 [da:51:58:35:06:fa]
RSSI: -76 [da:0a:23:e9:0b:0c]
RSSI: -79 [da:0a:23:f6:0b:2c]
RSSI: -84 [da:51:58:46:07:2a]
RSSI: -76 [da:0a:24:03:0b:5c]
RSSI: -86 [da:51:58:53:07:4a]
RSSI: -86 [da:51:58:53:07:4a]
RSSI: -81 [da:0a:24:10:0b:7c]
RSSI: -75 [da:0a:24:10:0b:7c]
RSSI: -79 [da:0a:24:1d:0b:ac]
RSSI: -81 [da:0a:24:1d:0b:ac]
RSSI: -85 [da:51:58:6d:07:9a]
RSSI: -75 [da:0a:24:2a:0b:cc]
RSSI: -89 [da:51:58:6d:07:9a]
RSSI: -78 [da:0a:24:2a:0b:cc]
RSSI: -87 [da:51:58:7a:07:ba]
RSSI: -86 [da:51:58:7a:07:ba]
RSSI: -82 [da:0a:24:36:0b:fc]
RSSI: -90 [da:51:58:87:07:da]
RSSI: -75 [da:0a:24:36:0b:fc]
RSSI: -89 [da:51:58:87:07:da]
RSSI: -77 [da:0a:24:43:0c:1c]
RSSI: -87 [da:51:58:95:08:0a]
RSSI: -83 [da:0a:24:43:0c:1c]
RSSI: -76 [da:0a:24:50:0c:4c]
RSSI: -85 [da:0a:24:5d:0c:6c]
RSSI: -84 [da:0a:24:5d:0c:6c]
RSSI: -78 [da:0a:24:5d:0c:6c]
RSSI: -81 [da:0a:24:77:0c:bc]
RSSI: -75 [da:0a:24:77:0c:bc]
RSSI: -83 [da:0a:24:83:0c:ec]
RSSI: -83 [da:0a:24:83:0c:ec]
RSSI: -76 [da:0a:24:90:0d:0c]
RSSI: -93 [da:51:58:e3:08:ea]
RSSI: -80 [da:0a:24:9d:0d:3c]
RSSI: -77 [da:0a:24:9d:0d:3c]
RSSI: -79 [da:0a:24:aa:0d:5c]
RSSI: -79 [da:0a:24:aa:0d:5c]
RSSI: -76 [da:0a:24:b7:0d:8c]
RSSI: -78 [da:0a:24:c4:0d:ac]
RSSI: -81 [da:0a:24:d0:0d:dc]
RSSI: -89 [da:0a:24:d0:0d:dc]
RSSI: -75 [da:0a:24:dd:0d:fc]
RSSI: -77 [da:0a:24:dd:0d:fc]
RSSI: -74 [da:0a:24:ea:0e:2c]
RSSI: -73 [da:0a:24:ea:0e:2c]
RSSI: -76 [da:0a:24:f7:0e:4c]
RSSI: -93 [da:4f:75:33:09:fb]
RSSI: -73 [da:0a:24:f7:0e:4c]
RSSI: -72 [da:0a:25:04:0e:7c]
RSSI: -75 [da:0a:25:04:0e:7c]
RSSI: -73 [da:0a:25:11:0e:9c]
RSSI: -74 [da:0a:25:11:0e:9c]
RSSI: -75 [da:0a:25:1e:0e:cc]
RSSI: -73 [da:0a:25:1e:0e:cc]
RSSI: -75 [da:0a:25:2b:0e:ec]
RSSI: -76 [da:0a:25:2b:0e:ec]
RSSI: -75 [da:0a:25:2b:0e:ec]
RSSI: -75 [da:0a:25:38:0f:1c]
RSSI: -76 [da:0a:25:44:0f:3c]
RSSI: -73 [da:0a:25:44:0f:3c]
RSSI: -74 [da:0a:25:51:0f:6c]
RSSI: -74 [da:0a:25:51:0f:6c]
RSSI: -73 [da:0a:25:5e:0f:8c]
RSSI: -73 [da:0a:25:5e:0f:8c]
RSSI: -74 [da:0a:25:6b:0f:bc]
RSSI: -73 [da:0a:25:6b:0f:bc]
RSSI: -74 [da:0a:25:78:0f:dc]
RSSI: -74 [da:0a:25:85:10:0c]
RSSI: -74 [da:0a:25:85:10:0c]
RSSI: -76 [da:0a:25:91:10:2c]
RSSI: -76 [da:0a:25:91:10:2c]
RSSI: -76 [da:0a:25:9f:10:5c]
RSSI: -76 [da:0a:25:ab:10:7c]
RSSI: -76 [da:0a:25:ab:10:7c]
RSSI: -75 [da:0a:25:b8:10:ac]
RSSI: -75 [da:0a:25:b8:10:ac]
RSSI: -76 [da:0a:25:c5:10:dc]
RSSI: -76 [da:0a:25:d2:10:fc]
RSSI: -77 [da:0a:25:d2:10:fc]
RSSI: -78 [da:0a:25:d2:10:fc]
RSSI: -78 [da:0a:25:df:11:1c]
RSSI: -80 [da:0a:25:df:11:1c]
RSSI: -83 [da:0a:25:ec:11:4c]
RSSI: -84 [da:0a:26:05:11:9c]
RSSI: -84 [da:0a:26:05:11:9c]
RSSI: -86 [da:0a:26:13:11:bc]
RSSI: -88 [da:0a:26:2c:12:0c]
RSSI: -91 [da:51:5a:7d:0d:7a]
RSSI: -82 [da:0a:26:46:12:5c]
RSSI: -97 [da:51:5a:a4:0d:ea]
RSSI: -80 [da:0a:26:60:12:ac]
RSSI: -83 [da:0a:26:6d:12:cc]
RSSI: -93 [da:51:5a:bf:0e:3a]
RSSI: -79 [da:0a:26:7a:12:ec]
RSSI: -76 [da:0a:26:87:13:1c]
RSSI: -76 [da:0a:26:87:13:1c]
RSSI: -81 [da:0a:26:94:13:3c]
RSSI: -77 [da:0a:26:a0:13:6c]
RSSI: -77 [da:0a:26:ae:13:8c]
RSSI: -77 [da:0a:26:ae:13:8c]
RSSI: -85 [da:0a:26:bb:13:bc]
RSSI: -76 [da:0a:26:c7:13:dc]
RSSI: -75 [da:0a:26:d4:14:0c]
RSSI: -75 [da:0a:26:d4:14:0c]
RSSI: -85 [da:0a:26:e1:14:2c]
RSSI: -76 [da:0a:26:ee:14:5c]
RSSI: -76 [da:0a:26:fb:14:7c]
RSSI: -79 [da:0a:26:fb:14:7c]
RSSI: -81 [da:0a:27:08:14:ac]
RSSI: -80 [da:0a:27:08:14:ac]
RSSI: -84 [da:0a:27:15:14:cc]
RSSI: -79 [da:0a:27:22:14:ec]
RSSI: -84 [da:0a:27:2f:15:1c]
RSSI: -78 [da:0a:27:2f:15:1c]
RSSI: -82 [da:0a:27:3c:15:3c]
RSSI: -80 [da:0a:27:3c:15:3c]
RSSI: -75 [da:0a:27:49:15:6c]
RSSI: -76 [da:0a:27:49:15:6c]
RSSI: -77 [da:0a:27:56:15:8c]
RSSI: -73 [da:0a:27:56:15:8c]
RSSI: -74 [da:0a:27:63:15:ac]
RSSI: -73 [da:0a:27:63:15:ac]
RSSI: -71 [da:0a:27:70:15:dc]
RSSI: -72 [da:0a:27:70:15:dc]
RSSI: -70 [da:0a:27:7d:15:fc]
RSSI: -70 [da:0a:27:7d:15:fc]
RSSI: -70 [da:0a:27:89:16:2c]
RSSI: -68 [da:0a:27:89:16:2c]
RSSI: -69 [da:0a:27:97:16:4c]
RSSI: -69 [da:0a:27:97:16:4c]
RSSI: -95 [da:4f:77:d3:11:eb]
RSSI: -69 [da:0a:27:97:16:4c]
RSSI: -67 [da:0a:27:a4:16:7c]
RSSI: -68 [da:0a:27:a4:16:7c]
RSSI: -67 [da:0a:27:b0:00:2c]
RSSI: -66 [da:0a:27:b0:00:2c]
RSSI: -68 [da:0a:27:bd:00:4c]
RSSI: -67 [da:0a:27:bd:00:4c]
RSSI: -66 [da:0a:27:cb:00:7c]
RSSI: -68 [da:0a:27:cb:00:7c]
RSSI: -67 [da:0a:27:d7:00:9c]
RSSI: -66 [da:0a:27:d7:00:9c]
RSSI: -69 [da:0a:27:e4:00:cc]
RSSI: -68 [da:0a:27:e4:00:cc]
RSSI: -70 [da:0a:27:f1:00:ec]
RSSI: -70 [da:0a:27:f1:00:ec]
RSSI: -69 [da:0a:27:fe:01:1c]
RSSI: -67 [da:0a:27:fe:01:1c]
RSSI: -71 [da:0a:28:0b:01:3c]
RSSI: -71 [da:0a:28:0b:01:3c]
RSSI: -73 [da:0a:28:18:01:6c]
RSSI: -71 [da:0a:28:25:01:8c]
RSSI: -71 [da:0a:28:25:01:8c]
RSSI: -78 [da:0a:28:32:01:bc]
RSSI: -85 [da:0a:28:3f:01:dc]
RSSI: -81 [da:0a:28:4c:02:0c]
RSSI: -83 [da:0a:28:59:02:2c]
RSSI: -82 [da:0a:28:59:02:2c]
RSSI: -82 [da:0a:28:66:02:5c]
RSSI: -76 [da:0a:28:73:02:7c]
RSSI: -77 [da:0a:28:80:02:ac]
RSSI: -78 [da:0a:28:8d:02:cc]
RSSI: -77 [da:0a:28:a7:03:1c]
RSSI: -81 [da:0a:28:b4:03:3c]
RSSI: -81 [da:0a:28:b4:03:3c]
RSSI: -78 [da:0a:28:b4:03:3c]
RSSI: -76 [da:0a:28:c1:03:6c]
RSSI: -79 [da:0a:28:ce:03:8c]
RSSI: -82 [da:0a:28:db:03:bc]
RSSI: -78 [da:0a:28:db:03:bc]
RSSI: -75 [da:0a:28:e8:03:dc]
RSSI: -81 [da:0a:28:e8:03:dc]
RSSI: -77 [da:0a:28:f5:03:fc]
RSSI: -81 [da:0a:29:02:04:2c]
RSSI: -77 [da:0a:29:02:04:2c]
RSSI: -75 [da:0a:29:0f:04:4c]
RSSI: -82 [da:0a:29:0f:04:4c]
RSSI: -80 [da:0a:29:1c:04:7c]
RSSI: -78 [da:0a:29:1c:04:7c]
RSSI: -82 [da:0a:29:2a:04:9c]
RSSI: -85 [da:0a:29:2a:04:9c]
RSSI: -84 [da:0a:29:36:04:cc]
RSSI: -83 [da:0a:29:43:04:ec]
RSSI: -85 [da:0a:29:43:04:ec]
RSSI: -79 [da:0a:29:51:05:1c]
RSSI: -79 [da:0a:29:51:05:1c]
RSSI: -86 [da:0a:29:5d:05:3c]
RSSI: -77 [da:0a:29:6a:05:6c]
RSSI: -82 [da:0a:29:6a:05:6c]
RSSI: -77 [da:0a:29:78:05:9c]
RSSI: -93 [da:51:5d:c1:00:6a]
RSSI: -83 [da:0a:29:84:05:bc]
RSSI: -80 [da:0a:29:92:05:ec]
RSSI: -78 [da:0a:29:92:05:ec]
RSSI: -81 [da:0a:29:9f:06:0c]
RSSI: -90 [da:4f:79:d2:01:5b]
RSSI: -82 [da:0a:29:9f:06:0c]
RSSI: -87 [da:4f:79:e1:01:7b]
RSSI: -82 [da:0a:29:ab:06:3c]
RSSI: -86 [da:4f:79:ed:01:ab]
RSSI: -80 [da:0a:29:b9:06:5c]
RSSI: -86 [da:4f:79:ed:01:ab]
RSSI: -82 [da:0a:29:c6:06:8c]
RSSI: -90 [da:4f:79:fc:01:db]
RSSI: -87 [da:0a:29:c6:06:8c]
RSSI: -80 [da:0a:29:d2:06:ac]
RSSI: -93 [da:51:5e:2c:01:9a]
RSSI: -80 [da:0a:29:e0:06:dc]
RSSI: -83 [da:0a:29:ed:06:fc]
RSSI: -81 [da:0a:29:ed:06:fc]
RSSI: -84 [da:4f:7a:27:02:5b]
RSSI: -80 [da:0a:29:fa:07:2c]
RSSI: -79 [da:0a:2a:07:07:4c]
RSSI: -80 [da:0a:2a:14:07:7c]
RSSI: -85 [da:4f:7a:51:02:db]
RSSI: -79 [da:0a:2a:21:07:9c]
RSSI: -90 [da:4f:7a:60:02:fb]
RSSI: -77 [da:0a:2a:21:07:9c]
RSSI: -76 [da:0a:2a:2e:07:cc]
RSSI: -76 [da:0a:2a:2e:07:cc]
RSSI: -91 [da:4f:7a:6c:03:2b]
RSSI: -76 [da:0a:2a:3b:07:ec]
RSSI: -78 [da:0a:2a:48:08:1c]
RSSI: -75 [da:0a:2a:48:08:1c]
RSSI: -80 [da:0a:2a:55:08:3c]
RSSI: -79 [da:0a:2a:6f:08:8c]
RSSI: -76 [da:0a:2a:6f:08:8c]
RSSI: -85 [da:0a:2a:7c:08:bc]
RSSI: -86 [da:4f:7a:b4:03:fb]
RSSI: -77 [da:0a:2a:7c:08:bc]
RSSI: -76 [da:0a:2a:8a:08:ec]
RSSI: -83 [da:0a:2a:8a:08:ec]
RSSI: -88 [da:4f:7a:c1:04:2b]
RSSI: -77 [da:0a:2a:96:09:0c]
RSSI: -77 [da:0a:2a:96:09:0c]
RSSI: -78 [da:0a:2a:96:09:0c]
RSSI: -77 [da:0a:2a:96:09:0c]
RSSI: -80 [da:0a:2a:a4:09:3c]
RSSI: -78 [da:0a:2a:a4:09:3c]
RSSI: -81 [da:0a:2a:b1:09:5c]
RSSI: -81 [da:0a:2a:b1:09:5c]
RSSI: -95 [da:51:5f:0e:04:1a]
RSSI: -87 [da:0a:2a:d8:09:dc]
RSSI: -89 [da:0a:2a:e5:09:fc]
RSSI: -85 [da:0a:2a:e5:09:fc]
RSSI: -78 [da:0a:2a:ff:0a:5c]
RSSI: -78 [da:0a:2a:ff:0a:5c]
RSSI: -80 [da:0a:2b:0c:0a:7c]
RSSI: -77 [da:0a:2b:26:0a:cc]
RSSI: -77 [da:0a:2b:33:0a:fc]
RSSI: -93 [da:51:5f:7a:05:4a]
RSSI: -84 [da:0a:2b:40:0b:1c]
RSSI: -76 [da:0a:2b:40:0b:1c]
RSSI: -91 [da:51:5f:95:05:8a]
RSSI: -88 [da:51:5f:95:05:8a]
RSSI: -78 [da:0a:2b:4e:0b:4c]
RSSI: -74 [da:0a:2b:5a:0b:6c]
RSSI: -81 [da:0a:2b:68:0b:9c]
RSSI: -75 [da:0a:2b:68:0b:9c]
RSSI: -85 [da:51:5f:bd:05:fa]
RSSI: -80 [da:0a:2b:75:0b:cc]
RSSI: -75 [da:0a:2b:82:0b:ec]
RSSI: -82 [da:0a:2b:8f:0c:1c]
RSSI: -96 [da:51:5f:d7:06:4a]
RSSI: -75 [da:0a:2b:8f:0c:1c]
RSSI: -79 [da:0a:2b:9c:0c:3c]
RSSI: -84 [da:51:5f:e5:06:7a]
RSSI: -84 [da:0a:2b:9c:0c:3c]
RSSI: -76 [da:0a:2b:a9:0c:6c]
RSSI: -78 [da:0a:2b:a9:0c:6c]
RSSI: -85 [da:0a:2b:b6:0c:8c]
RSSI: -77 [da:0a:2b:b6:0c:8c]
RSSI: -78 [da:0a:2b:b6:0c:8c]
RSSI: -86 [da:51:60:0d:06:ea]
RSSI: -87 [da:0a:2b:c4:0c:bc]
RSSI: -91 [da:51:60:1b:07:0a]
RSSI: -81 [da:0a:2b:d0:0c:dc]
RSSI: -86 [da:51:60:1b:07:0a]
RSSI: -76 [da:0a:2b:d0:0c:dc]
RSSI: -81 [da:0a:2b:de:0d:0c]
RSSI: -76 [da:0a:2b:eb:0d:3c]
RSSI: -89 [da:0a:2b:eb:0d:3c]
RSSI: -90 [da:0a:2c:05:0d:8c]
RSSI: -80 [da:0a:2c:05:0d:8c]
RSSI: -92 [da:51:60:6c:07:ea]
RSSI: -80 [da:0a:2c:1f:0d:dc]
RSSI: -76 [da:0a:2c:32:0e:0c]
RSSI: -76 [da:0a:2c:32:0e:0c]
RSSI: -77 [da:0a:2c:32:0e:0c]
RSSI: -74 [da:0a:2c:42:0e:3c]
RSSI: -76 [da:0a:2c:4e:0e:6c]
RSSI: -73 [da:0a:2c:4e:0e:6c]
RSSI: -73 [da:0a:2c:5c:0e:8c]
RSSI: -76 [da:0a:2c:5c:0e:8c]
RSSI: -74 [da:0a:2c:69:0e:bc]
RSSI: -76 [da:0a:2c:76:0e:dc]
RSSI: -75 [da:0a:2c:76:0e:dc]
RSSI: -78 [da:0a:2c:83:0f:0c]
RSSI: -77 [da:0a:2c:83:0f:0c]
RSSI: -75 [da:0a:2c:91:0f:3c]
RSSI: -78 [da:0a:2c:91:0f:3c]
RSSI: -76 [da:0a:2c:9d:0f:5c]
RSSI: -74 [da:0a:2c:9d:0f:5c]
RSSI: -75 [da:0a:2c:ab:0f:8c]
RSSI: -74 [da:0a:2c:b8:0f:ac]
RSSI: -74 [da:0a:2c:b8:0f:ac]
RSSI: -75 [da:0a:2c:c5:0f:dc]
RSSI: -74 [da:0a:2c:c5:0f:dc]
RSSI: -90 [da:4f:7d:08:0b:0b]
RSSI: -76 [da:0a:2c:d2:0f:fc]
RSSI: -75 [da:0a:2c:df:10:2c]
RSSI: -77 [da:0a:2c:ec:10:4c]
RSSI: -77 [da:0a:2c:f9:10:7c]
RSSI: -78 [da:0a:2d:07:10:ac]
RSSI: -77 [da:0a:2d:13:10:cc]
RSSI: -77 [da:0a:2d:21:10:fc]
RSSI: -78 [da:0a:2d:21:10:fc]
RSSI: -80 [da:0a:2d:2e:11:1c]
RSSI: -82 [da:0a:2d:3b:11:4c]
RSSI: -92 [da:4f:7d:79:0c:5b]
RSSI: -87 [da:0a:2d:48:11:6c]
RSSI: -87 [da:0a:2d:56:11:9c]
RSSI: -86 [da:0a:2d:62:11:bc]
RSSI: -85 [da:0a:2d:70:11:ec]
RSSI: -86 [da:0a:2d:70:11:ec]
RSSI: -89 [da:0a:2d:7d:12:0c]
RSSI: -85 [da:0a:2d:8a:12:2c]
RSSI: -81 [da:0a:2d:97:12:5c]
RSSI: -82 [da:0a:2d:97:12:5c]
RSSI: -79 [da:0a:2d:a5:12:8c]
RSSI: -79 [da:0a:2d:a5:12:8c]
RSSI: -81 [da:0a:2d:b1:12:ac]
RSSI: -81 [da:0a:2d:b1:12:ac]
RSSI: -79 [da:0a:2d:bf:12:cc]
RSSI: -80 [da:0a:2d:bf:12:cc]
RSSI: -77 [da:0a:2d:cc:12:fc]
RSSI: -81 [da:0a:2d:d9:13:1c]
RSSI: -76 [da:0a:2d:e6:13:4c]
RSSI: -76 [da:0a:2d:f4:13:7c]
RSSI: -84 [da:0a:2e:01:13:9c]
RSSI: -78 [da:0a:2e:0e:13:bc]
RSSI: -77 [da:0a:2e:1b:13:ec]
RSSI: -77 [da:0a:2e:1b:13:ec]
RSSI: -86 [da:0a:2e:28:14:0c]
RSSI: -75 [da:0a:2e:28:14:0c]
RSSI: -76 [da:0a:2e:36:14:3c]
RSSI: -84 [da:0a:2e:36:14:3c]
RSSI: -75 [da:0a:2e:43:14:5c]
RSSI: -77 [da:0a:2e:43:14:5c]
RSSI: -79 [da:0a:2e:50:14:8c]
RSSI: -75 [da:0a:2e:50:14:8c]
RSSI: -80 [da:0a:2e:5d:14:ac]
RSSI: -78 [da:0a:2e:5d:14:ac]
RSSI: -77 [da:0a:2e:6b:14:dc]
RSSI: -81 [da:0a:2e:77:14:fc]
RSSI: -81 [da:0a:2e:85:15:2c]
RSSI: -82 [da:0a:2e:85:15:2c]
RSSI: -79 [da:0a:2e:92:15:4c]
RSSI: -79 [da:0a:2e:92:15:4c]
RSSI: -74 [da:0a:2e:9f:15:7c]
RSSI: -77 [da:0a:2e:ac:15:9c]
RSSI: -72 [da:0a:2e:ba:15:cc]
RSSI: -70 [da:0a:2e:c7:15:ec]
RSSI: -70 [da:0a:2e:c7:15:ec]
RSSI: -70 [da:0a:2e:c7:15:ec]
RSSI: -70 [da:0a:2e:d4:16:1c]
RSSI: -70 [da:0a:2e:d4:16:1c]
RSSI: -68 [da:0a:2e:e2:16:3c]
RSSI: -67 [da:0a:2e:ee:16:5c]
RSSI: -67 [da:0a:2e:fc:00:0c]
RSSI: -67 [da:0a:2e:fc:00:0c]
RSSI: -66 [da:0a:2f:09:00:2c]
RSSI: -66 [da:0a:2f:09:00:2c]
RSSI: -67 [da:0a:2f:09:00:2c]
RSSI: -67 [da:0a:2f:16:00:4c]
RSSI: -67 [da:0a:2f:16:00:4c]
RSSI: -66 [da:0a:2f:16:00:4c]
RSSI: -66 [da:0a:2f:16:00:4c]
RSSI: -67 [da:0a:2f:23:00:7c]
RSSI: -67 [da:0a:2f:23:00:7c]
RSSI: -66 [da:0a:2f:31:00:ac]
RSSI: -67 [da:0a:2f:31:00:ac]
RSSI: -67 [da:0a:2f:3e:00:cc]
RSSI: -67 [da:0a:2f:3e:00:cc]
RSSI: -68 [da:0a:2f:4b:00:fc]
RSSI: -68 [da:0a:2f:59:01:1c]
RSSI: -68 [da:0a:2f:59:01:1c]
RSSI: -68 [da:0a:2f:59:01:1c]
RSSI: -70 [da:0a:2f:65:01:3c]
RSSI: -70 [da:0a:2f:65:01:3c]
RSSI: -72 [da:0a:2f:73:01:6c]
RSSI: -72 [da:0a:2f:80:01:9c]
RSSI: -79 [da:0a:2f:8d:01:bc]
RSSI: -93 [da:4f:7f:c0:13:2b]
RSSI: -81 [da:0a:2f:9b:01:dc]
RSSI: -83 [da:0a:2f:b5:02:2c]
RSSI: -83 [da:0a:2f:c2:02:5c]
RSSI: -77 [da:0a:2f:d0:02:7c]
RSSI: -80 [da:0a:2f:d0:02:7c]
RSSI: -77 [da:0a:2f:dc:02:ac]
RSSI: -74 [da:0a:2f:dc:02:ac]
RSSI: -79 [da:0a:2f:ea:02:cc]
RSSI: -77 [da:0a:2f:ea:02:cc]
RSSI: -73 [da:0a:2f:f7:02:fc]
RSSI: -80 [da:0a:2f:f7:02:fc]
RSSI: -78 [da:0a:30:04:03:1c]
RSSI: -75 [da:0a:30:04:03:1c]
RSSI: -83 [da:0a:30:12:03:4c]
RSSI: -84 [da:0a:30:1f:03:7c]
RSSI: -77 [da:0a:30:2c:03:9c]
RSSI: -78 [da:0a:30:3a:03:cc]
RSSI: -76 [da:0a:30:54:04:1c]
RSSI: -79 [da:0a:30:61:04:3c]
RSSI: -85 [da:0a:30:6f:04:6c]
RSSI: -82 [da:0a:30:6f:04:6c]
RSSI: -80 [da:0a:30:7c:04:8c]
RSSI: -88 [da:0a:30:89:04:bc]
RSSI: -82 [da:0a:30:89:04:bc]
RSSI: -85 [da:0a:30:97:04:ec]
RSSI: -84 [da:0a:30:a3:05:0c]
RSSI: -82 [da:0a:30:b1:05:3c]
RSSI: -85 [da:0a:30:b1:05:3c]
RSSI: -81 [da:0a:30:bf:05:5c]
RSSI: -81 [da:0a:30:bf:05:5c]
RSSI: -79 [da:0a:30:cb:05:8c]
RSSI: -80 [da:0a:30:d9:05:ac]
RSSI: -84 [da:0a:30:e6:05:dc]
