-70 [da:2f:8d:53:0d:ea]
RSSI: -78 [da:31:b7:07:0a:5a]
RSSI: -78 [da:31:b7:14:0a:8a]
RSSI: -76 [da:37:5a:45:12:bc]
RSSI: -79 [da:31:b7:14:0a:8a]
RSSI: -79 [da:31:b7:14:0a:8a]
RSSI: -80 [da:31:b7:21:0a:aa]
RSSI: -75 [da:37:5a:54:12:ec]
RSSI: -79 [da:31:b7:21:0a:aa]
RSSI: -78 [da:37:5a:54:12:ec]
RSSI: -78 [da:31:b7:2e:0a:ca]
RSSI: -83 [da:31:b7:2e:0a:ca]
RSSI: -77 [da:37:5a:66:13:2c]
RSSI: -80 [da:31:b7:3a:0a:fa]
RSSI: -79 [da:31:b7:3a:0a:fa]
RSSI: -77 [da:37:5a:77:13:5c]
RSSI: -78 [da:31:b7:3a:0a:fa]
RSSI: -80 [da:37:5a:77:13:5c]
RSSI: -84 [da:31:b7:47:0b:1a]
RSSI: -79 [da:37:5a:86:13:8c]
RSSI: -81 [da:31:b7:47:0b:1a]
RSSI: -80 [da:37:5a:86:13:8c]
RSSI: -79 [da:37:5a:86:13:8c]
RSSI: -80 [da:31:b7:54:0b:3a]
RSSI: -79 [da:37:5a:86:13:8c]
RSSI: -80 [da:31:b7:61:0b:6a]
RSSI: -82 [da:37:5a:93:13:ac]
RSSI: -80 [da:31:b7:61:0b:6a]
RSSI: -81 [da:31:b7:61:0b:6a]
RSSI: -80 [da:31:b7:61:0b:6a]
RSSI: -81 [da:37:5a:a2:13:dc]
RSSI: -87 [da:31:b7:6e:0b:8a]
RSSI: -83 [da:37:5a:a2:13:dc]
RSSI: -78 [da:31:b7:6e:0b:8a]
RSSI: -79 [da:31:b7:7b:0b:aa]
RSSI: -83 [da:37:5a:b2:14:1c]
RSSI: -81 [da:31:b7:7b:0b:aa]
RSSI: -78 [da:31:b7:88:0b:da]
RSSI: -79 [da:31:b7:88:0b:da]
RSSI: -79 [da:31:b7:88:0b:da]
RSSI: -77 [da:31:b7:95:0b:fa]
RSSI: -76 [da:31:b7:95:0b:fa]
RSSI: -90 [da:37:5a:ce:14:6c]
RSSI: -78 [da:31:b7:a1:0c:1a]
RSSI: -76 [da:31:b7:a1:0c:1a]
RSSI: -74 [da:31:b7:ae:0c:4a]
RSSI: -76 [da:31:b7:bb:0c:6a]
RSSI: -73 [da:31:b7:bb:0c:6a]
RSSI: -90 [da:37:5a:f9:14:ec]
RSSI: -74 [da:31:b7:c8:0c:8a]
RSSI: -76 [da:31:b7:c8:0c:8a]
RSSI: -72 [da:31:b7:d5:0c:ba]
RSSI: -88 [da:37:5b:09:15:1c]
RSSI: -74 [da:31:b7:d5:0c:ba]
RSSI: -78 [da:31:b7:e2:0c:da]
RSSI: -88 [da:37:5b:15:15:4c]
RSSI: -74 [da:31:b7:e2:0c:da]
RSSI: -75 [da:31:b7:ef:0c:fa]
RSSI: -82 [da:31:b7:ef:0c:fa]
RSSI: -77 [da:31:b7:fb:0d:2a]
RSSI: -77 [da:31:b7:fb:0d:2a]
RSSI: -84 [da:31:b8:08:0d:4a]
RSSI: -79 [da:31:b8:08:0d:4a]
RSSI: -79 [da:31:b8:15:0d:6a]
RSSI: -84 [da:31:b8:15:0d:6a]
RSSI: -80 [da:31:b8:22:0d:8a]
RSSI: -78 [da:31:b8:22:0d:8a]
RSSI: -84 [da:31:b8:2f:0d:ba]
RSSI: -80 [da:31:b8:2f:0d:ba]
RSSI: -81 [da:31:b8:2f:0d:ba]
RSSI: -81 [da:31:b8:3c:0d:da]
RSSI: -84 [da:31:b8:3c:0d:da]
RSSI: -86 [da:31:b8:48:0d:fa]
RSSI: -81 [da:31:b8:48:0d:fa]
RSSI: -83 [da:31:b8:55:0e:2a]
RSSI: -79 [da:31:b8:62:0e:4a]
RSSI: -77 [da:31:b8:62:0e:4a]
RSSI: -82 [da:31:b8:6f:0e:6a]
RSSI: -81 [da:31:b8:6f:0e:6a]
RSSI: -81 [da:31:b8:7c:0e:9a]
RSSI: -89 [da:2f:d4:7d:14:7b]
RSSI: -81 [da:31:b8:89:0e:ba]
RSSI: -78 [da:31:b8:96:0e:da]
RSSI: -78 [da:31:b8:96:0e:da]
RSSI: -75 [da:31:b8:a3:0e:fa]
RSSI: -87 [da:2f:d4:9a:14:cb]
RSSI: -77 [da:31:b8:b0:0f:2a]
RSSI: -74 [da:31:b8:bc:0f:4a]
RSSI: -77 [da:31:b8:bc:0f:4a]
RSSI: -75 [da:31:b8:c9:0f:6a]
RSSI: -80 [da:31:b8:d6:0f:9a]
RSSI: -78 [da:31:b8:d6:0f:9a]
RSSI: -78 [da:31:b8:d6:0f:9a]
RSSI: -78 [da:31:b8:e3:0f:ba]
RSSI: -81 [da:31:b8:e3:0f:ba]
RSSI: -88 [da:2f:d4:e2:15:ab]
RSSI: -79 [da:31:b8:f0:0f:da]
RSSI: -87 [da:2f:d4:f2:15:db]
RSSI: -87 [da:2f:d4:f2:15:db]
RSSI: -73 [da:31:b8:fd:10:0a]
RSSI: -72 [da:31:b8:fd:10:0a]
RSSI: -76 [da:31:b9:0a:10:2a]
RSSI: -87 [da:2f:d5:01:16:0b]
RSSI: -74 [da:31:b9:0a:10:2a]
RSSI: -87 [da:2f:d5:0e:16:2b]
RSSI: -76 [da:31:b9:17:10:4a]
RSSI: -85 [da:2f:d5:1e:16:5b]
RSSI: -66 [da:31:b9:24:10:7a]
RSSI: -86 [da:2f:d5:1e:16:5b]
RSSI: -77 [da:31:b9:30:10:9a]
RSSI: -72 [da:31:b9:30:10:9a]
RSSI: -72 [da:31:b9:30:10:9a]
RSSI: -89 [da:2f:d5:3a:00:2b]
RSSI: -75 [da:31:b9:3e:10:ba]
RSSI: -67 [da:31:b9:4b:10:ea]
RSSI: -89 [da:2f:d5:4a:00:5b]
RSSI: -88 [da:2f:d5:4a:00:5b]
RSSI: -69 [da:31:b9:57:11:0a]
RSSI: -68 [da:31:b9:64:11:2a]
RSSI: -88 [da:2f:d5:66:00:ab]
RSSI: -62 [da:31:b9:71:11:4a]
RSSI: -62 [da:31:b9:8b:11:9a]
RSSI: -62 [da:31:b9:8b:11:9a]
RSSI: -58 [da:31:b9:98:11:ba]
RSSI: -58 [da:31:b9:b2:12:0a]
RSSI: -57 [da:31:b9:b2:12:0a]
RSSI: -55 [da:31:b9:bf:12:2a]
RSSI: -56 [da:31:b9:cb:12:5a]
RSSI: -56 [da:31:b9:d9:12:7a]
RSSI: -93 [da:37:5d:15:05:0c]
RSSI: -55 [da:31:b9:d9:12:7a]
RSSI: -55 [da:31:b9:e6:12:9a]
RSSI: -55 [da:31:b9:f2:12:ba]
RSSI: -56 [da:31:b9:ff:12:ea]
RSSI: -56 [da:31:b9:ff:12:ea]
RSSI: -58 [da:31:ba:0c:13:0a]
RSSI: -58 [da:31:ba:0c:13:0a]
RSSI: -58 [da:31:ba:19:13:2a]
RSSI: -58 [da:31:ba:26:13:5a]
RSSI: -60 [da:31:ba:26:13:5a]
RSSI: -61 [da:31:ba:33:13:7a]
RSSI: -59 [da:31:ba:33:13:7a]
RSSI: -62 [da:31:ba:40:13:9a]
RSSI: -62 [da:31:ba:40:13:9a]
RSSI: -62 [da:31:ba:4d:13:ca]
RSSI: -64 [da:31:ba:4d:13:ca]
RSSI: -64 [da:31:ba:5a:13:ea]
RSSI: -63 [da:31:ba:5a:13:ea]
RSSI: -65 [da:31:ba:67:14:0a]
RSSI: -65 [da:31:ba:67:14:0a]
RSSI: -65 [da:31:ba:74:14:3a]
RSSI: -67 [da:31:ba:74:14:3a]
RSSI: -67 [da:31:ba:81:14:5a]
RSSI: -87 [da:37:5d:b5:07:0c]
RSSI: -68 [da:31:ba:81:14:5a]
RSSI: -69 [da:31:ba:8e:14:7a]
RSSI: -71 [da:31:ba:8e:14:7a]
RSSI: -70 [da:31:ba:9b:14:aa]
RSSI: -88 [da:37:5d:d1:07:5c]
RSSI: -70 [da:31:ba:9b:14:aa]
RSSI: -71 [da:31:ba:9b:14:aa]
RSSI: -86 [da:37:5d:d1:07:5c]
RSSI: -71 [da:31:ba:9b:14:aa]
RSSI: -77 [da:31:ba:a8:14:ca]
RSSI: -87 [da:37:5d:e1:07:9c]
RSSI: -70 [da:31:ba:a8:14:ca]
RSSI: -85 [da:37:5d:e1:07:9c]
RSSI: -71 [da:31:ba:b4:14:ea]
RSSI: -79 [da:31:ba:b4:14:ea]
RSSI: -89 [da:34:c3:ba:0e:ae]
RSSI: -70 [da:31:ba:c2:15:1a]
RSSI: -72 [da:31:ba:c2:15:1a]
RSSI: -85 [da:37:5d:fd:07:ec]
RSSI: -74 [da:31:ba:cf:15:3a]
RSSI: -93 [da:34:c3:d5:0e:fe]
RSSI: -70 [da:31:ba:cf:15:3a]
RSSI: -72 [da:31:ba:db:15:5a]
RSSI: -72 [da:31:ba:db:15:5a]
RSSI: -71 [da:31:ba:e8:15:8a]
RSSI: -73 [da:31:ba:e8:15:8a]
RSSI: -89 [da:37:5e:29:08:7c]
RSSI: -72 [da:31:ba:f6:15:aa]
RSSI: -73 [da:31:ba:f6:15:aa]
RSSI: -73 [da:31:ba:f6:15:aa]
RSSI: -75 [da:31:bb:02:15:ca]
RSSI: -88 [da:37:5e:39:08:ac]
RSSI: -75 [da:31:bb:02:15:ca]
RSSI: -74 [da:31:bb:0f:15:fa]
RSSI: -76 [da:31:bb:0f:15:fa]
RSSI: -73 [da:31:bb:1c:16:1a]
RSSI: -73 [da:31:bb:29:16:3a]
RSSI: -73 [da:31:bb:29:16:3a]
RSSI: -73 [da:31:bb:29:16:3a]
RSSI: -73 [da:31:bb:36:00:2a]
RSSI: -72 [da:31:bb:36:00:2a]
RSSI: -90 [da:37:5e:74:09:6c]
RSSI: -71 [da:31:bb:43:00:4a]
RSSI: -89 [da:37:5e:81:09:8c]
RSSI: -72 [da:31:bb:50:00:6a]
RSSI: -72 [da:31:bb:5d:00:9a]
RSSI: -72 [da:31:bb:5d:00:9a]
RSSI: -88 [da:37:5e:90:09:bc]
RSSI: -73 [da:31:bb:5d:00:9a]
RSSI: -72 [da:31:bb:6a:00:ba]
RSSI: -74 [da:31:bb:77:00:da]
RSSI: -71 [da:31:bb:84:01:0a]
RSSI: -86 [da:37:5e:bc:0a:4c]
RSSI: -83 [da:37:5e:bc:0a:4c]
RSSI: -70 [da:31:bb:91:01:2a]
RSSI: -73 [da:31:bb:9e:01:4a]
RSSI: -72 [da:31:bb:ab:01:7a]
RSSI: -85 [da:37:5e:e8:0a:dc]
RSSI: -72 [da:31:bb:b8:01:9a]
RSSI: -72 [da:31:bb:b8:01:9a]
RSSI: -78 [da:31:bb:c5:01:ba]
RSSI: -72 [da:31:bb:d2:01:ea]
RSSI: -71 [da:31:bb:df:02:0a]
RSSI: -73 [da:31:bb:df:02:0a]
RSSI: -90 [da:37:5f:31:0b:bc]
RSSI: -74 [da:31:bc:06:02:7a]
RSSI: -75 [da:31:bc:06:02:7a]
RSSI: -82 [da:31:bc:13:02:9a]
RSSI: -74 [da:31:bc:13:02:9a]
RSSI: -75 [da:31:bc:20:02:ba]
RSSI: -76 [da:31:bc:20:02:ba]
RSSI: -74 [da:31:bc:2d:02:ea]
RSSI: -77 [da:31:bc:2d:02:ea]
RSSI: -72 [da:31:bc:3a:03:0a]
RSSI: -76 [da:31:bc:47:03:2a]
RSSI: -77 [da:31:bc:47:03:2a]
RSSI: -73 [da:31:bc:54:03:5a]
RSSI: -78 [da:31:bc:54:03:5a]
RSSI: -77 [da:31:bc:61:03:7a]
RSSI: -74 [da:31:bc:61:03:7a]
RSSI: -79 [da:31:bc:6e:03:9a]
RSSI: -76 [da:31:bc:6e:03:9a]
RSSI: -75 [da:31:bc:7b:03:ca]
RSSI: -79 [da:31:bc:7b:03:ca]
RSSI: -79 [da:31:bc:7b:03:ca]
RSSI: -77 [da:31:bc:88:03:ea]
RSSI: -75 [da:31:bc:88:03:ea]
RSSI: -77 [da:31:bc:95:04:0a]
RSSI: -76 [da:31:bc:95:04:0a]
RSSI: -73 [da:31:bc:a3:04:2a]
RSSI: -76 [da:31:bc:a3:04:2a]
RSSI: -73 [da:31:bc:af:04:5a]
RSSI: -75 [da:31:bc:bc:04:7a]
RSSI: -90 [da:37:5f:f1:0e:2c]
RSSI: -76 [da:31:bc:bc:04:7a]
RSSI: -75 [da:31:bc:ca:04:aa]
RSSI: -77 [da:31:bc:ca:04:aa]
RSSI: -88 [da:37:60:0d:0e:7c]
RSSI: -76 [da:31:bc:d6:04:ca]
RSSI: -76 [da:31:bc:e4:04:ea]
RSSI: -86 [da:37:60:1d:0e:bc]
RSSI: -79 [da:31:bc:f1:05:1a]
RSSI: -78 [da:31:bc:f1:05:1a]
RSSI: -79 [da:31:bc:fd:05:3a]
RSSI: -75 [da:31:bd:0b:05:5a]
RSSI: -89 [da:37:60:49:0f:3c]
RSSI: -78 [da:31:bd:18:05:8a]
RSSI: -78 [da:31:bd:25:05:aa]
RSSI: -78 [da:31:bd:25:05:aa]
RSSI: -91 [da:37:60:65:0f:9c]
RSSI: -74 [da:31:bd:32:05:ca]
RSSI: -79 [da:31:bd:3f:05:fa]
RSSI: -85 [da:37:60:75:0f:cc]
RSSI: -79 [da:31:bd:4c:06:1a]
RSSI: -85 [da:37:60:85:0f:fc]
RSSI: -79 [da:31:bd:4c:06:1a]
RSSI: -84 [da:37:60:85:0f:fc]
RSSI: -75 [da:31:bd:59:06:3a]
RSSI: -79 [da:31:bd:59:06:3a]
RSSI: -79 [da:31:bd:66:06:6a]
RSSI: -82 [da:37:60:a1:10:5c]
RSSI: -83 [da:37:60:a1:10:5c]
RSSI: -79 [da:31:bd:73:06:8a]
RSSI: -77 [da:31:bd:73:06:8a]
RSSI: -74 [da:31:bd:80:06:ba]
RSSI: -77 [da:31:bd:80:06:ba]
RSSI: -76 [da:31:bd:8d:06:da]
RSSI: -76 [da:31:bd:8d:06:da]
RSSI: -76 [da:31:bd:9a:06:fa]
RSSI: -76 [da:31:bd:9a:06:fa]
RSSI: -76 [da:31:bd:a7:07:2a]
RSSI: -76 [da:31:bd:a7:07:2a]
RSSI: -77 [da:31:bd:b5:07:4a]
RSSI: -85 [da:37:60:e9:11:3c]
RSSI: -79 [da:31:bd:b5:07:4a]
RSSI: -83 [da:37:60:e9:11:3c]
RSSI: -77 [da:31:bd:c1:07:6a]
RSSI: -81 [da:31:bd:c1:07:6a]
RSSI: -81 [da:31:bd:c1:07:6a]
RSSI: -78 [da:37:61:09:11:9c]
RSSI: -80 [da:31:bd:cf:07:9a]
RSSI: -87 [da:31:bd:dc:07:ba]
RSSI: -85 [da:31:bd:dc:07:ba]
RSSI: -75 [da:37:61:25:11:fc]
RSSI: -85 [da:31:bd:f6:08:0a]
RSSI: -74 [da:37:61:35:12:2c]
RSSI: -74 [da:37:61:35:12:2c]
RSSI: -78 [da:31:be:03:08:2a]
RSSI: -74 [da:37:61:42:12:5c]
RSSI: -73 [da:37:61:42:12:5c]
RSSI: -74 [da:37:61:52:12:8c]
RSSI: -88 [da:31:be:1d:08:7a]
RSSI: -74 [da:37:61:61:12:bc]
RSSI: -77 [da:31:be:2a:08:9a]
RSSI: -74 [da:37:61:61:12:bc]
RSSI: -81 [da:31:be:37:08:ba]
RSSI: -74 [da:37:61:6e:12:dc]
RSSI: -81 [da:31:be:37:08:ba]
RSSI: -74 [da:37:61:7e:13:0c]
RSSI: -78 [da:31:be:44:08:ea]
RSSI: -75 [da:37:61:7e:13:0c]
RSSI: -76 [da:37:61:8e:13:3c]
RSSI: -81 [da:31:be:5e:09:2a]
RSSI: -78 [da:37:61:9a:13:6c]
RSSI: -79 [da:31:be:6c:09:5a]
RSSI: -81 [da:31:be:6c:09:5a]
RSSI: -78 [da:37:61:aa:13:9c]
RSSI: -80 [da:37:61:aa:13:9c]
RSSI: -81 [da:37:61:ba:13:cc]
RSSI: -82 [da:37:61:ba:13:cc]
RSSI: -79 [da:31:be:85:09:9a]
RSSI: -87 [da:37:61:c6:13:fc]
RSSI: -79 [da:31:be:93:09:ca]
RSSI: -80 [da:31:be:a0:09:ea]
RSSI: -80 [da:31:be:a0:09:ea]
RSSI: -80 [da:31:be:ad:0a:1a]
RSSI: -79 [da:31:be:ad:0a:1a]
RSSI: -90 [da:37:61:e6:14:5c]
RSSI: -80 [da:31:be:ba:0a:3a]
RSSI: -88 [da:37:61:f3:14:7c]
RSSI: -78 [da:31:be:ba:0a:3a]
RSSI: -77 [da:31:be:c7:0a:5a]
RSSI: -78 [da:31:be:c7:0a:5a]
RSSI: -77 [da:31:be:d4:0a:8a]
RSSI: -87 [da:37:62:12:14:ec]
RSSI: -77 [da:31:be:e1:0a:aa]
RSSI: -76 [da:31:be:e1:0a:aa]
RSSI: -79 [da:31:be:ef:0a:da]
RSSI: -77 [da:31:be:ef:0a:da]
RSSI: -81 [da:31:be:fb:0a:fa]
RSSI: -79 [da:31:bf:09:0b:1a]
RSSI: -78 [da:31:bf:09:0b:1a]
RSSI: -79 [da:31:bf:16:0b:3a]
RSSI: -75 [da:31:bf:23:0b:6a]
RSSI: -75 [da:31:bf:23:0b:6a]
RSSI: -78 [da:31:bf:30:0b:8a]
RSSI: -76 [da:31:bf:30:0b:8a]
RSSI: -76 [da:31:bf:3d:0b:ba]
RSSI: -73 [da:31:bf:4a:0b:da]
RSSI: -72 [da:31:bf:58:0b:fa]
RSSI: -72 [da:31:bf:65:0c:2a]
RSSI: -89 [da:37:62:a4:00:2c]
RSSI: -71 [da:31:bf:71:0c:4a]
RSSI: -70 [da:31:bf:84:0c:7a]
RSSI: -71 [da:31:bf:94:0c:aa]
RSSI: -76 [da:31:bf:94:0c:aa]
RSSI: -89 [da:37:62:d0:00:bc]
RSSI: -70 [da:31:bf:a1:0c:ca]
RSSI: -90 [da:37:62:d0:00:bc]
RSSI: -72 [da:31:bf:a1:0c:ca]
RSSI: -73 [da:31:bf:a1:0c:ca]
RSSI: -78 [da:31:bf:af:0c:fa]
RSSI: -71 [da:31:bf:af:0c:fa]
RSSI: -88 [da:37:62:f0:01:1c]
RSSI: -74 [da:31:bf:bc:0d:1a]
RSSI: -77 [da:31:bf:bc:0d:1a]
RSSI: -73 [da:31:bf:c9:0d:3a]
RSSI: -75 [da:31:bf:c9:0d:3a]
RSSI: -74 [da:31:bf:d6:0d:6a]
RSSI: -88 [da:37:63:0c:01:7c]
RSSI: -77 [da:31:bf:e3:0d:8a]
RSSI: -73 [da:31:bf:e3:0d:8a]
RSSI: -74 [da:31:bf:f0:0d:aa]
RSSI: -88 [da:37:63:29:01:cc]
RSSI: -77 [da:31:bf:f0:0d:aa]
RSSI: -86 [da:37:63:29:01:cc]
RSSI: -76 [da:31:bf:fd:0d:da]
RSSI: -71 [da:31:c0:0b:0d:fa]
RSSI: -77 [da:31:c0:17:0e:2a]
RSSI: -90 [da:2f:dc:0b:14:8b]
RSSI: -74 [da:31:c0:25:0e:4a]
RSSI: -75 [da:31:c0:25:0e:4a]
RSSI: -73 [da:31:c0:32:0e:7a]
RSSI: -76 [da:31:c0:3f:0e:9a]
RSSI: -89 [da:2f:dc:38:15:0b]
RSSI: -77 [da:31:c0:4c:0e:ba]
RSSI: -75 [da:31:c0:4c:0e:ba]
RSSI: -70 [da:31:c0:5a:0e:ea]
RSSI: -74 [da:31:c0:5a:0e:ea]
RSSI: -90 [da:2f:dc:55:15:6b]
RSSI: -73 [da:31:c0:66:0f:0a]
RSSI: -73 [da:31:c0:66:0f:0a]
RSSI: -70 [da:31:c0:66:0f:0a]
RSSI: -89 [da:2f:dc:65:15:9b]
RSSI: -74 [da:31:c0:74:0f:3a]
RSSI: -73 [da:31:c0:74:0f:3a]
RSSI: -71 [da:31:c0:81:0f:5a]
RSSI: -75 [da:31:c0:81:0f:5a]
RSSI: -75 [da:31:c0:8e:0f:7a]
RSSI: -70 [da:31:c0:8e:0f:7a]
RSSI: -74 [da:31:c0:9b:0f:aa]
RSSI: -74 [da:31:c0:9b:0f:aa]
RSSI: -72 [da:31:c0:a9:0f:ca]
RSSI: -73 [da:31:c0:a9:0f:ca]
RSSI: -73 [da:31:c0:b5:0f:ea]
RSSI: -75 [da:31:c0:b5:0f:ea]
RSSI: -72 [da:31:c0:c3:10:1a]
RSSI: -75 [da:31:c0:c3:10:1a]
RSSI: -72 [da:31:c0:d0:10:3a]
RSSI: -72 [da:31:c0:dd:10:5a]
RSSI: -90 [da:37:64:27:04:ec]
RSSI: -71 [da:31:c0:f8:10:aa]
RSSI: -80 [da:31:c1:05:10:da]
RSSI: -75 [da:31:c1:12:10:fa]
RSSI: -74 [da:31:c1:1f:11:1a]
RSSI: -80 [da:31:c1:1f:11:1a]
RSSI: -82 [da:31:c1:2c:11:4a]
RSSI: -76 [da:31:c1:3a:11:6a]
RSSI: -75 [da:31:c1:3a:11:6a]
RSSI: -75 [da:31:c1:47:11:9a]
RSSI: -75 [da:31:c1:47:11:9a]
RSSI: -74 [da:31:c1:54:11:ba]
RSSI: -78 [da:31:c1:54:11:ba]
RSSI: -78 [da:31:c1:61:11:da]
RSSI: -69 [da:31:c1:61:11:da]
RSSI: -75 [da:31:c1:6f:12:0a]
RSSI: -74 [da:31:c1:6f:12:0a]
RSSI: -73 [da:31:c1:6f:12:0a]
RSSI: -73 [da:31:c1:6f:12:0a]
RSSI: -70 [da:31:c1:7b:12:2a]
RSSI: -75 [da:31:c1:7b:12:2a]
RSSI: -75 [da:31:c1:7b:12:2a]
RSSI: -75 [da:31:c1:89:12:4a]
RSSI: -70 [da:31:c1:89:12:4a]
RSSI: -83 [da:31:c1:96:12:7a]
RSSI: -78 [da:31:c1:96:12:7a]
RSSI: -84 [da:31:c1:be:12:ea]
RSSI: -77 [da:31:c1:be:12:ea]
RSSI: -88 [da:37:64:f5:07:7c]
RSSI: -78 [da:31:c1:cb:13:0a]
RSSI: -67 [da:31:c1:d8:13:3a]
RSSI: -76 [da:31:c1:e6:13:5a]
RSSI: -88 [da:37:65:22:08:0c]
RSSI: -76 [da:31:c1:f2:13:7a]
RSSI: -74 [da:31:c1:f2:13:7a]
RSSI: -70 [da:31:c2:00:13:aa]
RSSI: -75 [da:31:c2:00:13:aa]
RSSI: -74 [da:31:c2:0d:13:ca]
RSSI: -77 [da:31:c2:1a:13:fa]
RSSI: -82 [da:31:c2:1a:13:fa]
RSSI: -85 [da:37:65:5e:08:cc]
RSSI: -75 [da:31:c2:27:14:1a]
RSSI: -81 [da:31:c2:27:14:1a]
RSSI: -89 [da:31:c2:35:14:4a]
RSSI: -82 [da:31:c2:35:14:4a]
RSSI: -86 [da:37:65:6b:08:ec]
RSSI: -81 [da:31:c2:42:14:6a]
RSSI: -81 [da:31:c2:4f:14:8a]
RSSI: -90 [da:37:65:8b:09:5c]
RSSI: -88 [da:34:cb:63:0e:2e]
RSSI: -90 [da:31:c2:5d:14:ba]
RSSI: -88 [da:37:65:97:09:7c]
RSSI: -82 [da:31:c2:69:14:da]
RSSI: -79 [da:31:c2:77:14:fa]
RSSI: -86 [da:37:65:b7:09:ec]
RSSI: -76 [da:31:c2:84:15:2a]
RSSI: -87 [da:34:cb:8d:0e:ae]
RSSI: -77 [da:31:c2:91:15:4a]
RSSI: -84 [da:37:65:c4:0a:0c]
RSSI: -74 [da:31:c2:9f:15:7a]
RSSI: -83 [da:37:65:d4:0a:3c]
RSSI: -76 [da:31:c2:9f:15:7a]
RSSI: -84 [da:37:65:d4:0a:3c]
RSSI: -87 [da:34:cb:a8:0e:fe]
RSSI: -82 [da:37:65:e4:0a:7c]
RSSI: -74 [da:31:c2:ac:15:9a]
RSSI: -82 [da:37:65:e4:0a:7c]
RSSI: -86 [da:34:cb:b7:0f:1e]
RSSI: -77 [da:31:c2:b9:15:ba]
RSSI: -84 [da:37:65:f1:0a:9c]
RSSI: -83 [da:37:65:f1:0a:9c]
RSSI: -74 [da:31:c2:c6:15:ea]
RSSI: -88 [da:34:cb:c9:0f:5e]
RSSI: -87 [da:34:cb:c9:0f:5e]
RSSI: -77 [da:31:c2:c6:15:ea]
RSSI: -73 [da:31:c2:d4:16:0a]
RSSI: -73 [da:31:c2:d4:16:0a]
RSSI: -84 [da:37:66:11:0b:0c]
RSSI: -77 [da:31:c2:e1:00:2a]
RSSI: -75 [da:31:c2:e1:00:2a]
RSSI: -89 [da:34:cb:e8:0f:ae]
RSSI: -89 [da:37:66:1d:0b:2c]
RSSI: -72 [da:31:c2:ee:00:4a]
RSSI: -76 [da:31:c2:ee:00:4a]
RSSI: -80 [da:31:c2:fc:00:7a]
RSSI: -71 [da:31:c2:fc:00:7a]
RSSI: -85 [da:37:66:3d:0b:8c]
RSSI: -76 [da:31:c3:08:00:9a]
RSSI: -88 [da:37:66:4a:0b:bc]
RSSI: -72 [da:31:c3:16:00:ba]
RSSI: -77 [da:31:c3:16:00:ba]
RSSI: -92 [da:34:cc:1f:10:4e]
RSSI: -86 [da:37:66:5a:0b:ec]
RSSI: -85 [da:31:c3:30:01:0a]
RSSI: -87 [da:31:c3:3e:01:2a]
RSSI: -86 [da:37:66:77:0c:4c]
RSSI: -89 [da:37:66:77:0c:4c]
RSSI: -78 [da:31:c3:4b:01:5a]
RSSI: -88 [da:37:66:87:0c:7c]
RSSI: -72 [da:31:c3:58:01:7a]
RSSI: -90 [da:37:66:97:0c:ac]
RSSI: -83 [da:31:c3:66:01:aa]
RSSI: -88 [da:37:66:a3:0c:dc]
RSSI: -78 [da:31:c3:73:01:ca]
RSSI: -84 [da:31:c3:73:01:ca]
RSSI: -71 [da:31:c3:80:01:fa]
RSSI: -94 [da:37:66:b3:0d:0c]
RSSI: -78 [da:31:c3:80:01:fa]
RSSI: -70 [da:31:c3:8e:02:1a]
RSSI: -68 [da:31:c3:a8:02:6a]
RSSI: -78 [da:31:c3:a8:02:6a]
RSSI: -80 [da:31:c3:b5:02:8a]
RSSI: -67 [da:31:c3:b5:02:8a]
RSSI: -76 [da:31:c3:c3:02:ba]
RSSI: -76 [da:31:c3:c3:02:ba]
RSSI: -75 [da:31:c3:d0:02:da]
RSSI: -71 [da:31:c3:dd:02:fa]
RSSI: -74 [da:31:c3:eb:03:2a]
RSSI: -85 [da:37:67:29:0e:7c]
RSSI: -74 [da:31:c3:f7:03:4a]
RSSI: -84 [da:37:67:39:0e:bc]
RSSI: -72 [da:31:c4:05:03:7a]
RSSI: -84 [da:37:67:49:0e:ec]
RSSI: -76 [da:31:c4:13:03:9a]
RSSI: -74 [da:31:c4:1f:03:ba]
RSSI: -75 [da:31:c4:1f:03:ba]
RSSI: -70 [da:31:c4:2d:03:ea]
RSSI: -72 [da:31:c4:2d:03:ea]
RSSI: -72 [da:31:c4:3b:04:0a]
RSSI: -72 [da:31:c4:3b:04:0a]
RSSI: -69 [da:31:c4:3b:04:0a]
RSSI: -88 [da:37:67:76:0f:7c]
RSSI: -71 [da:31:c4:47:04:2a]
RSSI: -71 [da:31:c4:47:04:2a]
RSSI: -71 [da:31:c4:47:04:2a]
RSSI: -71 [da:31:c4:47:04:2a]
RSSI: -86 [da:37:67:83:0f:9c]
RSSI: -71 [da:31:c4:55:04:5a]
RSSI: -70 [da:31:c4:55:04:5a]
RSSI: -84 [da:37:67:93:0f:cc]
RSSI: -70 [da:31:c4:63:04:7a]
RSSI: -71 [da:31:c4:63:04:7a]
RSSI: -71 [da:31:c4:6f:04:aa]
RSSI: -71 [da:31:c4:7d:04:ca]
RSSI: -86 [da:37:67:b0:10:2c]
RSSI: -70 [da:31:c4:8a:04:ea]
RSSI: -89 [da:37:67:c0:10:5c]
RSSI: -71 [da:31:c4:97:05:1a]
RSSI: -91 [da:37:67:d0:10:8c]
RSSI: -70 [da:31:c4:a5:05:3a]
RSSI: -70 [da:31:c4:a5:05:3a]
RSSI: -70 [da:31:c4:a5:05:3a]
